start_m,start_s,end_m,end_s,half,from,to,type,subtype,nearest_pressure,start_x,start_y,end_x,end_y,press_x,press_y
24,23,24,24,1,white,xhaka,pass,f.d,mctominay,31.9,16.3,43.4,27.5,,
24,25,,,1,xhaka,elneny,pass,s,matic,43.4,27.5,43.4,21.7,,
24,25,24,26,1,elneny,,dribble,f,fernandes,43.4,21.7,47.5,22.7,,
24,26,24,28,1,elneny,odegaard,pass,df,fernandes,47.5,22.7,56,29.5,,
24,28,24,29,1,odegaard,,dribble,f,elanga,56,29.5,63.9,35.3,,
24,29,24,30,1,odegaard,nketiah,pass,f,elanga,63.9,35.3,68.6,29.4,,
24,32,24,32,1,nketiah,smith_rowe,pass,s,mctominay,68.6,29.4,70.2,41,,
24,32,24,33,1,smith_rowe,,dribble,s,elanga,70.2,41,74.6,44.8,,
24,33,24,35,1,smith_rowe,tavares,pass,f,elanga,74.6,44.8,86.8,57.5,,
24,36,,,1,mctominay,,won,intercepted.cross,,89,36.3,,,,
24,37,,,1,smith_rowe,,won,loose.ball,,84.5,43.3,,,,
24,37,24,38,1,smith_rowe,elneny,pass,b.a,mctominay,84.5,43.3,78.3,35.2,,
24,39,24,40,1,elneny,odegaard,pass,f,telles,78.3,35.2,86,30.7,,
24,40,24,42,1,odegaard,nketiah,pass,f,varane,86,30.7,95.3,29.7,,
24,42,,,1,nketiah,,shot.attack,block,varane,95.3,29.7,,,,
24,42,24,44,1,de_gea,,shot.defence,block,,102.5,34,,,,
24,44,,,1,elanga,,won,aerial.won,,82.2,50.6,,,,
25,6,,,1,tavares,,set,throwin,,81,67.4,,,,
25,6,5,8,1,tavares,gabriel,set,throwin,elanga,81,67.4,46.6,65.2,,
25,9,5,11,1,gabriel,white,pass,s,,46.6,65.2,34,42.6,,
25,11,5,13,1,white,,dribble,s,,34,42.6,33.3,38.3,,
25,13,,,1,white,cedric,pass,s,,33.3,38.3,33,30.2,,
25,13,5,16,1,cedric,white,pass,b,,33,30.2,35,27.3,,
25,19,5,20,1,white,cedric,pass,s,,35,27.3,38.9,15.2,,
25,21,5,22,1,cedric,odegaard,pass,f,,38.9,15.2,57.4,4.4,,
25,22,5,24,1,odegaard,,dribble,b,,57.4,4.4,48.8,7.1,,
25,24,5,25,1,odegaard,white,pass,b,sancho,48.8,7.1,39.7,17,,
25,26,5,27,1,white,xhaka,pass,f,fernandes,39.7,17,44.7,29.4,,
25,27,5,32,1,xhaka,,dribble,,fernandes,44.7,29.4,61.8,56.5,,
25,32,5,33,1,xhaka,tavares,pass,s,fernandes,61.8,56.5,58.6,67.1,,
25,33,5,35,1,tavares,gabriel,pass,b,dalot,58.6,67.1,47.6,66.4,,
25,36,5,38,1,gabriel,elneny,pass,s,,47.6,66.4,48.1,40.1,,
25,38,5,40,1,elneny,,dribble,s,,48.1,40.1,51.7,30.3,,
25,40,5,42,1,elneny,cedric,pass,s,,51.7,30.3,53.6,11.9,,
25,42,5,43,1,cedric,elneny,pass,s,sancho,53.6,11.9,57.3,21.8,,
25,46,5,47,1,elneny,smith_rowe,pass,s,mctominay,57.3,21.8,56,28.9,,
25,47,5,48,1,smith_rowe,white,pass,b,mctominay,56,28.9,45.8,24.3,,
25,51,,,1,white,nketiah,pass,f,,45.8,24.3,64.8,28.8,,
25,51,25,52,1,nketiah,,dribble,b,mctominay,64.8,28.8,60.7,29.2,,
25,52,5,53,1,nketiah,elneny,pass,b,mctominay,60.7,29.2,47.9,31.2,,
25,53,5,54,1,elneny,xhaka,pass,f,ronaldo,47.9,31.2,55.6,40.4,,
25,54,5,57,1,xhaka,,dribble,b,,55.6,40.4,45.1,42.7,,
25,58,5,59,1,xhaka,elneny,pass,f,,45.1,42.7,52.7,38.7,,
25,59,,,1,elneny,xhaka,pass,b,,52.7,38.7,46.9,42.8,,
26,1,26,3,1,xhaka,saka,pass,f,,46.9,42.8,63,40.8,,
26,3,26,4,1,saka,elneny,pass,b,matic,63,40.8,54.5,40.7,,
26,5,26,6,1,elneny,gabriel,pass,s,fernandes,54.5,40.7,54.7,58.3,,
26,9,26,10,1,gabriel,xhaka,pass,b,fernandes,54.7,58.3,46.4,54.7,,
26,10,26,11,1,xhaka,,dribble,b,fernandes,46.4,54.7,40.9,52.5,,
26,11,26,13,1,xhaka,ramsdale,pass,b,fernandes,40.9,52.5,20.9,44,,
26,15,26,16,1,ramsdale,xhaka,pass,f,,20.9,44,28.7,53.8,,
26,20,,,1,xhaka,smith_rowe,pass,f.d,fernandes,28.7,53.8,39,54.9,,
26,20,26,21,1,smith_rowe,elneny,pass,b,mctominay,39,54.9,24,49.1,,
26,22,26,26,1,elneny,,dribble,f,,24,49.1,37.8,31.7,,
26,26,26,27,1,elneny,odegaard,pass,f,,37.8,31.7,37.8,31.7,,
26,27,26,29,1,odegaard,,dribble,f,,55.1,23,61.7,20.8,,
26,29,26,31,1,odegaard,saka,pass,f,sancho,61.7,20.8,74.2,5.7,,
26,31,26,33,1,saka,,dribble,f,telles,74.2,5.7,87.4,8.7,,
26,33,26,36,1,saka,,dribble,s,sancho,87.4,8.7,86.3,18.3,,
26,36,26,37,1,saka,odegaard,pass,s,sancho,86.3,18.3,83.7,28.5,,
26,37,26,38,1,odegaard,saka,pass,f,telles,83.7,28.5,93.6,28.9,,
32,28,32,29,1,lindelof,,dribble,s,smith_rowe,76.7,38.8,77.7,37.8,,
32,29,32,32,1,lindelof,varane,pass,s,odegaard,77.7,37.8,78,13.3,,
32,32,,,1,elneny,,won,intercepted.p,sancho,65.7,21.1,,,,
32,35,,,1,de_gea,,won,loose.ball,,96.6,28.8,,,,
32,36,32,38,1,de_gea,dalot,pass,throw,,96.6,28.8,80.1,59.9,,
32,40,32,41,1,dalot,lindelof,pass,b,smith_rowe,80.1,59.9,92,51.2,,
32,42,32,43,1,lindelof,dalot,pass,f,nketiah,92,51.2,82.2,64.6,,
32,44,,,1,tavares,,won,intercepted.p,fernandes,72.2,64.6,,,,
32,45,,,1,dalot,,won,intercepted.p,smith_rowe,81.7,63.7,,,,
32,45,32,46,1,dalot,,dribble,s,smith_rowe,81.7,63.7,81.9,60.7,,
32,46,32,49,1,dalot,ronaldo,pass,longball,smith_rowe,81.9,60.7,48.2,32,,
32,49,32,50,1,ronaldo,sancho,pass,header,white,48.2,32,41.6,30.4,,
32,50,32,51,1,sancho,,dribble,f,white,41.6,30.4,38.8,28.6,,
32,51,32,55,1,sancho,ronaldo,pass,f,white,38.8,28.6,10.6,16.3,,
32,55,32,57,1,ronaldo,,dribble,s,cedric,10.6,16.3,11.6,17.3,,
32,57,32,59,1,ronaldo,telles,pass,b.a,cedric,11.6,17.3,21.7,11.6,,
33,0,33,1,1,telles,sancho,pass,s,saka,21.7,11.6,17.1,7.2,,
33,1,33,7,1,sancho,,dribble,s,saka,17.1,7.2,17.9,18.1,,
33,7,33,8,1,sancho,matic,pass,b.a,cedric,17.9,18.1,25.7,15.4,,
33,9,33,11,1,matic,ronaldo,pass,cross,odegaard,25.7,15.4,6.8,36.3,,
33,11,33,11,1,ronaldo,,shot.attack,ontarget.goal,gabriel,6.8,36.3,-0.4,35,,
33,59,,,1,ronaldo,,won,intercepted.p,,56.2,20.6,,,,
35,26,,,1,white,,set,freekick,,38.9,20.6,,,,
35,28,35,30,1,white,ramsdale,pass,b,fernandes,38.9,20.6,21.6,28.5,,
35,33,35,35,1,ramsdale,white,pass,s,,21.6,28.5,21.7,22.2,,
35,36,35,41,1,white,,dribble,f,,21.7,22.2,29.1,23,,
35,41,35,43,1,white,ramsdale,pass,b,fernandes,29.1,23,15.3,34.9,,
35,46,35,47,1,ramsdale,white,pass,s,,15.3,34.9,15.2,23.1,,
35,49,35,51,1,white,ramsdale,pass,s,fernandes,15.2,23.1,10.5,36.8,,
35,51,35,53,1,ramsdale,white,pass,s,sancho,10.5,36.8,9.6,21.8,,
35,53,35,53,1,white,elneny,pass,f.d,sancho,9.6,21.8,18,29,,
35,53,35,55,1,elneny,cedric,pass,s,mctominay,18,29,13.1,9.4,,
35,56,,,1,sancho,,won,intercepted.p,,13.1,9.4,,,,
35,56,35,59,1,sancho,,dribble,b.a,odegaard,22.7,9.4,29.1,7,,
35,59,36,0,1,sancho,fernandes,pass,s,odegaard,29.1,7,33.3,11.9,,
36,0,36,1,1,fernandes,,dribble,s,,33.3,11.9,37.1,24.1,,
36,1,36,3,1,fernandes,ronaldo,pass,cross,,37.1,24.1,10.8,48.8,,
36,3,36,6,1,ronaldo,,dribble,s,tavares,10.8,48.8,10.8,46.6,,
36,6,,,1,ronaldo,,shot.attack,blocked.player,tavares,10.8,46.6,,,,
36,6,,,1,tavares,,shot.defence,block,,8.4,46,,,,
36,7,,,1,ramsdale,,won,loose.ball,,2.8,41.3,,,,
36,7,,,1,ramsdale,,carry,,,2.8,41.3,13,33.4,,
36,18,36,20,1,ramsdale,white,pass,s,,13,33.4,15.1,26.2,,
36,20,36,22,1,white,,dribble,f,,15.1,26.2,17.1,26.2,,
36,22,36,24,1,white,elneny,pass,s,,17.1,26.2,20.8,30.8,,
36,24,36,26,1,elneny,,dribble,f,fernandes,20.8,30.8,23.8,34.8,,
36,26,36,27,1,elneny,xhaka,pass,f,fernandes,23.8,34.8,27.6,43.5,,
36,29,36,31,1,xhaka,nketiah,pass,f,fernandes,27.6,43.5,42.7,46.6,,
36,31,36,33,1,nketiah,elneny,pass,b,mctominay,42.7,46.6,30.1,29.3,,
36,33,36,36,1,elneny,,dribble,f,,30.1,29.3,33.9,25.4,,
36,36,36,38,1,elneny,xhaka,pass,s,,33.9,25.4,33.9,36.1,,
36,38,36,41,1,xhaka,,dribble,f,,33.9,36.1,45.7,44.6,,
36,41,36,42,1,xhaka,tavares,pass,f,fernandes,45.7,44.6,57.9,67.6,,
36,44,,,1,tavares,smith_rowe,pass,s,elanga,57.9,67.6,66.2,64.2,,
36,44,36,45,1,smith_rowe,xhaka,pass,b,,66.2,64.2,60,63.3,,
36,48,36,49,1,xhaka,elneny,pass,b,fernandes,60,63.3,55.8,44.2,,
36,50,36,53,1,elneny,saka,pass,s,,55.8,44.2,67.9,3.5,,
36,53,36,56,1,saka,cedric,pass,b,,67.9,3.5,58.4,6,,
36,58,36,59,1,cedric,,dribble,b,,58.4,6,53,10,,
36,59,37,0,1,cedric,white,pass,b,,53,10,37.2,13,,
37,1,37,4,1,white,ramsdale,pass,b,,37.2,13,25.1,34.1,,
37,13,,,1,telles,,won,duel.won,,96.3,12.5,,,,
37,13,37,16,1,telles,,dribble,s,saka,96.3,12.5,103.9,3.3,,
37,16,37,17,1,telles,saka,won,deflect.ball.out.off.opponent,saka,103.9,3.3,,,,
37,36,,,1,telles,,set,throwin,,98.3,0.5,,,,
37,36,37,37,1,telles,fernandes,pass,f,,98.3,0.5,94.1,2.4,,
37,37,37,39,1,fernandes,ronaldo,pass,f,saka,94.1,2.4,75.6,11.3,,
37,39,,,1,ronaldo,,won,aerial.won,,75.6,11.3,,,,
37,40,,,1,cedric,,won,loose.ball,,75.3,7.5,,,,
37,40,37,43,1,cedric,white,pass,b,,75.3,7.5,65.1,6.2,,
37,44,37,46,1,white,gabriel,pass,s,,65.1,6.2,51.9,25,,
37,47,37,48,1,gabriel,,dribble,f,,51.9,25,55.4,28.7,,
37,48,37,51,1,gabriel,tavares,pass,f,,55.4,28.7,70.5,59.9,,
37,51,37,52,1,tavares,,dribble,s,mctominay,70.5,59.9,68.3,54.6,,
37,52,37,54,1,tavares,xhaka,pass,b,mctominay,68.3,54.6,56.9,51.7,,
37,57,37,58,1,xhaka,gabriel,pass,b,elanga,56.9,51.7,46.9,43.2,,
37,59,38,0,1,gabriel,nketiah,pass,f,,46.9,43.2,61.7,41.7,,
38,0,38,1,1,nketiah,cedric,pass,s,mctominay,61.7,41.7,55.3,11.5,,
38,3,38,4,1,cedric,,dribble,f,,55.3,11.5,61.2,12.1,,
38,4,38,7,1,cedric,saka,pass,f,,61.2,12.1,82.7,7,,
38,7,38,10,1,saka,,dribble,f,sancho,82.7,7,92.1,8.5,,
38,10,38,12,1,saka,cedric,pass,f,sancho,92.1,8.5,99.2,9.7,,
38,12,38,13,1,cedric,,dribble,b.a,sancho,99.2,9.7,101.7,6.9,,
38,13,38,15,1,cedric,saka,pass,b.a,sancho,101.7,6.9,94.4,7,,
38,15,38,16,1,saka,,dribble,b.a,matic,94.4,7,90.4,7.6,,
38,16,38,17,1,saka,elneny,pass,b.a,matic,90.4,7.6,76.5,18.6,,
38,17,38,18,1,elneny,odegaard,pass,f,ronaldo,76.5,18.6,85.1,19.3,,
38,18,38,19,1,odegaard,,dribble,s,ronaldo,85.1,19.3,85.3,16,,
38,19,38,20,1,odegaard,saka,pass,f,matic,85.3,16,91.5,10,,
38,20,38,21,1,saka,,dribble,f,,91.5,10,95,10.3,,
38,21,38,23,1,saka,elneny,pass,b.a,matic,95,10.3,85.1,20.5,,
38,23,38,24,1,elneny,,shot.attack,ontarget.blocked,ronaldo,85.1,20.5,,,,
38,24,38,25,1,de_gea,,shot.defence,parry.out,,103.6,35.5,104.9,46,,
39,5,39,8,1,cedric,,set,cornerkick,,105,68,,,,
39,8,39,10,1,mctominay,,clearance,header,nketiah,100.6,35.5,,,,
39,10,39,11,1,saka,,won,loose.ball,telles,92.2,28.9,,,,
39,11,,,1,saka,,shot.attack,ontarget.blocked,,92.2,28.9,,,,
39,11,,,1,elanga,,shot.defence,block.player,,100.7,32.9,,,,
39,12,,,1,saka,,won,loose.ball,,95.1,28.3,,,,
39,12,,,1,saka,,shot,ontarget.blocked,dalot,95.1,28.3,,,,
39,14,,,1,smith_rowe,,won,loose.ball,dalot,98.1,13.4,,,,
39,14,39,16,1,smith_rowe,,dribble,b.a,dalot,98.1,13.4,92.9,6.9,,
39,16,39,17,1,smith_rowe,odegaard,pass,b.a,dalot,92.9,6.9,83,10.8,,
39,17,39,19,1,odegaard,,dribble,s,telles,83,10.8,80.7,15.1,,
39,19,39,21,1,odegaard,gabriel,pass,cross,telles,80.7,15.1,95.2,43.2,,
39,30,,,1,de_gea,,set,goalkick,,101.5,41,,,,
39,30,39,33,1,de_gea,fernandes,pass,f,,101.5,41,90.9,59.5,,
39,33,39,36,1,fernandes,,dribble,f,,90.9,59.5,82.6,57.3,,
39,36,39,37,1,fernandes,dalot,pass,b,,82.6,57.3,77.3,57.9,,
39,38,39,40,1,dalot,de_gea,pass,b,,77.3,57.9,100.9,35.3,,
39,42,39,45,1,de_gea,varane,pass,s,,100.9,35.3,94.8,6.8,,
39,45,39,49,1,varane,,dribble,f,odegaard,94.8,6.8,82.6,7.1,,
39,49,,,1,varane,telles,pass,s,odegaard,82.6,7.1,83.4,0.9,,
39,50,39,51,1,telles,varane,pass,f,white,83.4,0.9,69.6,6.2,,
39,53,,,1,varane,,won,loose.ball,white,65.1,5.3,,,,
39,53,,,1,varane,ronaldo,pass,header,white,65.1,5.3,56.4,11.8,,
39,53,39,54,1,ronaldo,,dribble,b,elneny,56.4,11.8,66.8,7.8,,
39,55,,,1,saka,,won,intercepted.p,,68.8,7.8,,,,
39,55,39,56,1,saka,,dribble,s,sancho,71.4,6.9,70.9,13.3,,
39,56,39,58,1,saka,xhaka,pass,b,sancho,70.9,13.3,56.7,22.3,,
39,58,40,1,1,xhaka,gabriel,pass,b,fernandes,56.7,22.3,31.8,39.3,,
40,2,40,3,1,gabriel,ramsdale,pass,b,,31.8,39.3,15.4,34.3,,
40,6,40,7,1,ramsdale,gabriel,pass,f,,15.4,34.3,18.9,48.4,,
40,7,40,12,1,gabriel,,dribble,f,,18.9,48.4,30.8,49.1,,
40,12,40,13,1,gabriel,xhaka,pass,s,,30.8,49.1,34.6,44.4,,
40,14,40,15,1,xhaka,gabriel,pass,s,,34.6,44.4,34.3,50.4,,
40,15,40,16,1,gabriel,xhaka,pass,s,,34.3,50.4,34.9,43.7,,
40,18,40,19,1,gabriel,white,pass,s,,34.9,43.7,30.1,23.4,,
40,19,40,21,1,white,,dribble,s,,30.1,23.4,29.5,21,,
40,21,,,1,white,cedric,pass,s,,29.5,21,29.9,11,,
40,21,40,23,1,cedric,,dribble,f,,29.9,11,33.2,9.4,,
40,23,40,24,1,cedric,white,pass,b,,33.2,9.4,28,19.3,,
40,26,40,27,1,white,elneny,pass,f,,28,19.3,38.5,20.1,,
40,27,40,28,1,elneny,,dribble,f,,38.5,20.1,41.8,21.4,,
40,28,,,1,matic,,won,intercepted.p,,43.3,16.2,,,,
40,28,40,29,1,matic,sancho,pass,s,,43.3,16.2,37.1,7.6,,
40,29,40,36,1,sancho,,dribble,f,,37.1,7.6,,,,
40,36,,,1,sancho,,won,deflect.ball.out.off.opponent,elneny,13.2,3.5,,,,
41,35,41,36,1,ramsdale,white,pass,s,,15.1,34,17.5,25.1,,
41,36,41,41,1,white,,dribble,f,,17.5,25.1,22.1,25.2,,
41,42,41,44,1,white,gabriel,pass,s,,22.1,25.2,19.3,48.7,,
41,44,41,47,1,gabriel,,dribble,s,,19.3,48.7,22,48.5,,
41,47,41,48,1,gabriel,ramsdale,pass,b,,22,48.5,12.3,38.2,,
41,51,,,1,ramsdale,white,pass,s,,12.3,38.2,14.4,25.2,,
41,52,41,55,1,white,,dribble,f,,14.4,25.2,16.4,25.2,,
41,56,41,57,1,white,nketiah,pass,f,fernandes,16.4,25.2,41.3,28.8,,
41,57,42,0,1,nketiah,,dribble,b.a,varane,41.3,28.8,35.5,25.8,,
42,0,42,1,1,nketiah,saka,pass,f,,35.5,25.8,52.3,11.9,,
42,4,,,1,varane,,won,intercepted.p,odegaard,69.4,13.3,,,,
42,4,42,7,1,varane,de_gea,pass,b,,69.4,13.3,97,34.3,,
42,7,42,9,1,de_gea,lindelof,pass,f.d,odegaard,97,34.3,86.6,33.3,,
42,9,42,10,1,lindelof,varane,pass,s,,86.6,33.3,94.6,19.1,,
42,11,42,14,1,varane,elanga,clearance,,saka,94.6,19.1,63.8,64.3,,
42,30,,,1,dalot,,set,freekick,,70.2,64.8,,,,
42,30,42,32,1,dalot,lindelof,pass,b,,70.2,64.8,86.6,57.3,,
42,33,42,34,1,lindelof,matic,pass,f,,86.6,57.3,78,57.2,,
42,35,42,37,1,matic,mctominay,pass,f,xhaka,78,57.2,68.2,56.4,,
42,37,42,40,1,mctominay,,dribble,f,smith_rowe,68.2,56.4,51.6,57.5,,
42,40,42,41,1,mctominay,elanga,pass,f,smith_rowe,51.6,57.5,37.4,67,,
42,41,42,42,1,elanga,,dribble,f,,37.4,67,34.6,65.5,,
42,42,42,43,1,elanga,sancho,pass,f,,34.6,65.5,25.6,57.2,,
43,20,43,25,1,ramsdale,,set,goalkick,,6.4,29.8,,,,
43,28,,,1,odegaard,,won,loose.ball,,67.7,13.9,,,,
43,28,,,1,fernandes,,won,tackled,fernandes,69,10.9,,,,
43,30,,,1,fernandes,matic,pass,aerial,,69,10.9,79.4,10.7,,
43,30,,,1,saka,,won,loose.ball,telles,76,6.6,,,,
43,31,43,32,1,saka,nketiah,pass,f,telles,76,6.6,79.8,6.3,,
43,32,43,34,1,nketiah,,dribble,f,telles,79.8,6.3,90.1,4.4,,
43,35,,,1,nketiah,,won,opponent.clearance.out,,90.1,4.4,,,,
43,35,,,1,telles,,clearance,out,,90.1,4.5,90.1,0,,
43,55,,,1,cedric,,set,throwin,,87.5,0.6,,,,
43,57,43,58,1,nketiah,saka,pass,b.a,varane,99.4,15.9,98.5,18.8,,
43,58,,,1,varane,,won,loose.ball,,99.8,14.6,,,,
43,59,44,0,1,varane,,dribble,f,saka,99.8,14.6,96.4,15.4,,
44,1,44,2,1,varane,sancho,pass,s,saka,96.4,15.4,93.1,5.1,,
44,3,44,4,1,sancho,telles,pass,b,cedric,93.1,5.1,99,4.9,,
44,5,,,1,odegaard,,won,intercepted.p.header,,87,10.8,,,,
44,5,,,1,odegaard,smith_rowe,pass,header,,87,10.8,80,14.8,,
44,6,44,7,1,smith_rowe,odegaard,pass,header,elanga,80,14.8,83.5,9.6,,
44,7,44,9,1,odegaard,,dribble,f,fernandes,83.5,9.6,89.7,6.8,,
44,10,,,1,telles,,won,theft,odegaard,90.1,8.2,,,,
44,10,44,11,1,telles,,dribble,f,odegaard,90.1,8.2,88.2,9,,
44,11,44,12,1,telles,matic,pass,s,odegaard,88.2,9,83.4,12.5,,
44,12,44,15,1,matic,,dribble,f,odegaard,83.4,12.5,80.7,12.3,,
44,15,44,16,1,matic,telles,pass,s,odegaard,80.7,12.3,82.6,6.6,,
44,17,,,1,elneny,,won,intercepted.p,,72.1,7.1,,,,
44,37,,,1,telles,,set,throwin,,55.1,0.2,,,,
44,37,44,39,1,telles,matic,pass,f,,55.1,0.2,42.8,8.8,,
44,41,,,1,gabriel,,won,5050.ground,ronaldo,38.9,26.8,,,,
44,42,,,1,dalot,,won,intercepted.p.header,smith_rowe,48.7,35.6,,,,
44,44,,,1,white,,won,intercepted.p.header,,25,19.9,,,,
44,44,,,1,white,ramsdale,pass,b,elanga,25,19.9,4.2,17.9,,
44,49,45,5,1,ramsdale,,carry,,,4.2,17.9,12.6,30.9,,
45,5,45,11,1,ramsdale,,dribble,,,12.6,30.9,20.6,25.8,,
45,15,,,1,varane,,won,intercepted.longball,nketiah,83.4,15.8,,,,
45,15,45,16,1,varane,matic,pass,header,nketiah,83.4,15.8,80,15.4,,
45,17,45,18,1,matic,mctominay,pass,s,saka,80,15.4,79.6,20.6,,
45,19,,,1,cedric,,won,5050.aerial,sancho,72.6,18.3,,,,
45,19,45,21,1,cedric,odegaard,pass,header,sancho,72.6,18.3,75.1,8.4,,
45,21,,,1,odegaard,saka,pass,f,matic,75.1,8.4,77.2,12.4,,
45,23,45,24,1,saka,nketiah,pass,f,matic,77.2,12.4,79.1,15,,
45,24,45,26,1,nketiah,odegaard,pass,s,varane,79.1,15,90.4,4.8,,
45,26,45,30,1,odegaard,,dribble,f,telles,90.4,4.8,85.9,11.4,,
45,31,,,1,lindelof,,won,aerial.won,nketiah,97,34.8,,,,
45,32,,,1,smith_rowe,,won,loose.ball,,93.3,45.3,,,,
45,32,45,34,1,smith_rowe,,dribble,s,dalot,93.3,45.3,92.6,55.7,,
45,34,45,35,1,smith_rowe,tavares,pass,b.a,dalot,92.6,55.7,80.9,57,,
45,35,45,36,1,tavares,xhaka,pass,s,elanga,80.9,57,79.8,51.9,,
45,37,45,38,1,xhaka,smith_rowe,pass,f,mctominay,79.8,51.9,83.7,63.9,,
45,40,,,1,varane,,clearance,header,,96.2,41.7,,,,
45,42,,,1,elanga,,clearance,header.out,smith_rowe,84.7,66.4,78.8,68,,
45,48,,,1,smith_rowe,,set,throwin,,77.4,67.6,,,,
45,48,,,1,smith_rowe,xhaka,pass,s,,77.4,67.6,76.6,62.6,,
45,48,,,1,xhaka,smith_rowe,pass,s,mctominay,76.6,62.6,75.1,67.3,,
45,49,45,54,1,smith_rowe,gabriel,pass,b,fernandes,75.1,67.3,34.4,63.2,,
45,54,45,56,1,gabriel,ramsdale,pass,b,,34.4,63.2,24.8,44.7,,
45,57,45,59,1,ramsdale,white,pass,s,,24.8,44.7,23.5,18.7,,
45,59,46,4,1,white,,dribble,f,,23.5,18.7,47.3,23,,
46,4,46,8,1,white,tavares,pass,longball,sancho,47.3,23,85.4,66.2,,
46,8,46,10,1,tavares,,dribble,,dalot,85.4,66.2,89.3,66.2,,
46,11,,,1,dalot,,won,loose.ball,,90.3,65.1,,,,
46,11,46,12,1,dalot,,dribble,s,tavares,90.3,65.1,93.1,59.4,,
46,12,46,13,1,dalot,elanga,pass,f,tavares,93.1,59.4,84.3,64.6,,
46,15,,,1,tavares,,won,tackle,,85.8,64,,,,
46,15,46,18,1,tavares,elneny,pass,b,,85.8,64,63.5,61.6,,
46,18,46,20,1,elneny,,dribble,b,elanga,63.5,61.6,58.7,50.6,,
46,20,46,21,1,elneny,gabriel,pass,b,,58.7,50.6,50.1,50.3,,
46,21,46,22,1,gabriel,elneny,pass,f.d,ronaldo,50.1,50.3,58.3,46.8,,
46,22,46,23,1,elneny,gabriel,pass,b,ronaldo,58.3,46.8,49.7,49.3,,
46,24,46,25,1,gabriel,white,pass,s,fernandes,49.7,49.3,46.3,36.7,,
46,25,46,28,1,white,,dribble,s,fernandes,46.3,36.7,45.8,28.6,,
46,28,46,30,1,white,cedric,pass,s,sancho,45.8,28.6,28.4,6.3,,
46,30,46,33,1,cedric,ramsdale,pass,b,sancho,28.4,6.3,12.7,17.2,,
46,33,46,36,1,ramsdale,,clearance,out,,12.7,17.2,19.5,-0.2,,
46,41,,,1,sancho,,set,throwin,,23.4,0.6,,,,
46,41,46,42,1,sancho,fernandes,pass,s,,23.4,0.6,23.7,9.1,,
46,42,46,44,1,fernandes,telles,pass,b.a,elneny,23.7,9.1,30,2,,
46,44,46,46,1,telles,fernandes,pass,f,elneny,30,2,25.1,4.4,,
46,46,46,47,1,fernandes,telles,pass,s,saka,25.1,4.4,29.3,9.6,,
46,47,46,49,1,telles,,dribble,f,elneny,29.3,9.6,19.5,15.4,,
46,49,46,50,1,telles,,shot.attack,ontarget.parried.in,elneny,19.5,15.4,3.1,30.4,,
46,50,,,1,ramsdale,,shot.defence,parried.in,,3.1,30.4,,,,
46,52,,,1,cedric,,clearance,out,,3.1,22.8,0.3,21.3,,
47,19,,,1,telles,,set,cornerkick,,0.8,0.5,,,,
47,22,,,1,white,,clearance,header,,3.5,32.2,,,,
47,22,,,1,white,,won,intercepted.cross,,3.5,32.2,,,,
47,25,,,1,fernandes,,won,loose.ball,,22.3,44.8,,,,
47,25,,,1,fernandes,,shot.attack,block.player,,22.3,44.8,,,,
47,25,,,1,gabriel,,shot.defence,block,,11,40.5,,,,
47,27,,,1,tavares,,won,loose.ball,fernandes,14.4,59.3,,,,
47,28,47,30,1,tavares,smith_rowe,pass,f,fernandes,14.4,59.3,40.4,65.8,,
47,30,47,37,1,smith_rowe,,dribble,f,,40.4,65.8,78.8,59,,
47,37,47,38,1,smith_rowe,saka,pass,s,,78.8,59,82,51.5,,
47,38,47,39,1,saka,smith_rowe,pass,f,mctominay,82,51.5,87,51.8,,
47,39,47,40,1,smith_rowe,nketiah,pass,s,,87,51.8,91.8,35.6,,
47,41,47,42,1,nketiah,odegaard,pass,b.a,telles,91.8,35.6,85.6,27,,
47,42,47,44,1,odegaard,,dribble,s,,85.6,27,84.9,31.5,,
47,44,47,45,1,odegaard,,shot.attack,ontarget.blocked,,84.9,31.5,103.3,35.9,,
47,45,47,47,1,de_gea,,shot.defence,parried.in,,103.3,35.9,,,,
47,47,,,1,tavares,,won,loose.ball,elanga,87.5,50.2,,,,
47,47,47,48,1,tavares,,dribble,f,elanga,87.5,50.2,91.8,51.1,,
47,48,,,1,tavares,,shot,offtarget.out,elanga,91.8,51.1,105.4,44.2,,
48,24,48,28,1,de_gea,,set,goalkick,,98.7,32.5,,,,
48,28,,,1,ronaldo,,won,aerial.won,,46.8,11.6,,,,
48,30,,,1,white,,won,loose.ball,,36.5,21.9,,,,
48,42,,,1,telles,,set,throwin,,78.4,1.4,,,,
48,42,48,44,1,telles,matic,pass,b,,78.4,1.4,68.5,6.8,,
48,44,48,45,1,matic,telles,pass,b,saka,68.5,6.8,79.2,3.3,,
48,47,48,50,1,telles,de_gea,pass,b,nketiah,79.2,3.3,97.6,33.1,,
48,51,48,53,1,de_gea,varane,pass,s,nketiah,97.6,33.1,94.1,12,,
48,55,,,1,varane,telles,pass,f,odegaard,94.1,12,,,,
48,57,,,1,white,,won,intercepted.p,ronaldo,63.5,10,,,,
48,59,,,1,sancho,,won,intercepted.p,,76.2,10.8,,,,
48,59,,,1,white,,won,loose.ball,,73.5,11.5,,,,
48,59,,,1,white,elneny,pass,f.d,,73.5,11.5,75.6,12.9,,
49,0,49,0,1,white,,won,loose.ball,,73.2,12.1,,,,
